age,month_income,employment_length,home_ownership,loan_intent,loan_amount,loan_interest_rate,previous_loans,previous_default,loan_grade,loan_status
24,16800,,MORTGAGE,DEBT_CONSOLIDATION,3900,,3,NO,A,0
25,68400,9,RENT,PERSONAL,24250,17.56,4,NO,E,0
26,56045,1,RENT,MEDICAL,24250,14.96,2,NO,D,0
22,74000,7,RENT,DEBT_CONSOLIDATION,24250,15.65,2,YES,D,0
24,65453,9,RENT,MEDICAL,24250,15.7,2,NO,D,0
24,89908,1,RENT,VENTURE,24250,12.53,3,NO,B,1
26,78000,0,RENT,HOME_IMPROVEMENT,24250,17.56,3,YES,E,0
23,100000,0,RENT,PERSONAL,24250,12.87,2,YES,C,1
23,103000,6,RENT,PERSONAL,24250,15.7,2,NO,D,1
25,160000,2,MORTGAGE,EDUCATION,9000,,3,NO,A,1
25,160000,5,OWN,VENTURE,15000,11.14,4,NO,B,1
24,160000,3,MORTGAGE,VENTURE,20000,16.0,3,NO,D,1
23,160000,2,MORTGAGE,EDUCATION,25000,15.65,2,YES,D,1
26,160000,0,MORTGAGE,DEBT_CONSOLIDATION,13750,,4,NO,C,1
21,160000,3,MORTGAGE,VENTURE,15250,15.31,4,YES,D,1
25,160000,3,MORTGAGE,VENTURE,20000,13.47,2,YES,C,1
22,16800,0,MORTGAGE,HOME_IMPROVEMENT,4750,13.85,2,YES,C,0
25,111996,9,RENT,PERSONAL,24250,,3,NO,D,1
21,16800,0,MORTGAGE,VENTURE,6000,10.39,4,NO,B,0
25,115200,0,RENT,HOME_IMPROVEMENT,24250,11.36,2,NO,B,1
23,144000,0,RENT,EDUCATION,24250,11.83,3,NO,B,1
23,287000,3,RENT,EDUCATION,24250,12.53,3,NO,B,1
22,108000,1,RENT,HOME_IMPROVEMENT,24150,14.96,3,YES,D,0
22,43000,7,RENT,DEBT_CONSOLIDATION,24000,13.85,3,YES,C,0
23,47004,1,RENT,VENTURE,24000,11.58,4,NO,B,0
24,48000,4,RENT,VENTURE,24000,16.29,2,YES,D,0
26,48000,4,RENT,MEDICAL,24000,,3,NO,A,0
21,44964,2,RENT,EDUCATION,24000,16.29,2,YES,D,0
25,52000,,RENT,PERSONAL,24000,10.74,2,NO,B,0
22,17352,,MORTGAGE,EDUCATION,2250,15.27,3,YES,C,1
24,47000,3,RENT,PERSONAL,24000,17.8,2,NO,F,0
22,17400,6,MORTGAGE,VENTURE,1000,11.36,2,NO,B,1
22,49000,2,RENT,MEDICAL,24000,17.56,4,NO,E,0
26,60000,0,RENT,PERSONAL,24000,7.9,4,NO,A,0
25,60000,3,RENT,PERSONAL,24000,10.99,4,NO,B,0
22,60000,0,RENT,PERSONAL,24000,7.29,3,NO,A,0
21,60000,5,RENT,MEDICAL,24000,10.75,2,NO,B,0
26,62004,9,RENT,DEBT_CONSOLIDATION,24000,7.9,3,NO,A,0
22,62400,3,RENT,EDUCATION,24000,14.84,2,NO,D,0
26,65000,10,RENT,DEBT_CONSOLIDATION,24000,,2,NO,A,0
22,17760,6,MORTGAGE,EDUCATION,4975,,3,YES,C,0
23,59000,5,RENT,DEBT_CONSOLIDATION,24000,19.69,2,YES,E,0
23,66000,6,RENT,VENTURE,24000,,4,NO,A,0
24,60000,0,RENT,VENTURE,24000,14.96,4,NO,D,0
25,66143,9,RENT,EDUCATION,24000,6.99,3,NO,A,0
22,62250,3,RENT,PERSONAL,24000,16.45,4,YES,E,0
24,70000,8,RENT,EDUCATION,24000,10.99,4,NO,B,0
23,74000,7,RENT,DEBT_CONSOLIDATION,24000,10.99,2,NO,B,0
22,18000,3,OWN,PERSONAL,3000,7.9,4,NO,A,0
22,75000,6,RENT,EDUCATION,24000,12.69,4,NO,B,0
24,75000,9,RENT,MEDICAL,24000,10.37,3,NO,B,0
24,75000,7,RENT,HOME_IMPROVEMENT,24000,,3,NO,C,0
26,69000,0,RENT,DEBT_CONSOLIDATION,24000,15.83,3,NO,F,0
23,78000,4,RENT,PERSONAL,24000,13.92,3,NO,C,0
22,18000,,OWN,VENTURE,2000,11.49,3,NO,B,1
24,80000,2,RENT,MEDICAL,24000,10.25,2,NO,B,1
22,18000,1,OWN,HOME_IMPROVEMENT,3500,7.49,4,NO,A,0
23,18000,3,OWN,EDUCATION,4000,5.99,2,NO,A,0
23,74700,6,RENT,PERSONAL,24000,12.92,2,NO,D,0
26,88596,3,RENT,PERSONAL,24000,11.58,3,NO,B,1
25,95000,4,RENT,EDUCATION,24000,8.9,2,NO,A,1
22,83000,6,RENT,DEBT_CONSOLIDATION,24000,19.69,3,NO,E,0
25,95000,9,RENT,VENTURE,24000,6.54,4,NO,A,1
21,18000,3,OWN,HOME_IMPROVEMENT,4900,14.54,4,YES,D,0
21,18000,,OWN,EDUCATION,5000,11.11,2,NO,B,0
26,100000,5,RENT,PERSONAL,24000,12.73,4,NO,C,1
24,110000,7,RENT,VENTURE,24000,15.62,4,NO,D,1
24,18000,0,OWN,HOME_IMPROVEMENT,6250,6.54,4,NO,A,0
22,98000,7,RENT,DEBT_CONSOLIDATION,24000,,2,YES,F,0
26,103872,6,RENT,DEBT_CONSOLIDATION,24000,20.03,4,NO,G,0
22,120000,4,RENT,EDUCATION,24000,9.91,4,NO,B,1
24,120000,1,RENT,VENTURE,24000,12.69,4,NO,B,1
26,108000,9,RENT,EDUCATION,24000,20.16,3,NO,G,0
24,124080,4,RENT,PERSONAL,24000,16.49,4,YES,D,1
23,18000,1,MORTGAGE,MEDICAL,2500,15.95,2,NO,D,0
24,130000,7,RENT,DEBT_CONSOLIDATION,24000,11.49,3,NO,B,1
25,135000,8,RENT,PERSONAL,24000,10.99,2,NO,B,1
24,135000,4,RENT,HOME_IMPROVEMENT,24000,13.79,2,NO,C,1
23,114750,2,RENT,MEDICAL,24000,20.03,3,YES,G,0
23,150000,0,RENT,EDUCATION,24000,7.49,4,NO,A,1
23,138000,7,RENT,DEBT_CONSOLIDATION,24000,16.0,2,YES,D,0
24,18000,6,OWN,PERSONAL,13000,7.88,3,NO,A,0
21,18000,0,OWN,VENTURE,6250,10.62,4,NO,B,0
26,155000,7,RENT,DEBT_CONSOLIDATION,24000,10.99,4,NO,B,1
26,148000,1,RENT,EDUCATION,24000,18.3,2,NO,F,0
26,170000,3,RENT,DEBT_CONSOLIDATION,24000,,2,YES,C,1
21,18000,1,OWN,PERSONAL,2500,11.36,3,NO,B,1
24,43896,8,RENT,HOME_IMPROVEMENT,23975,,2,NO,B,0
23,120000,4,RENT,MEDICAL,23750,13.47,2,NO,C,1
24,54996,2,RENT,PERSONAL,23600,11.89,3,NO,B,0
24,18000,0,MORTGAGE,DEBT_CONSOLIDATION,10000,12.18,2,NO,B,0
25,102000,9,RENT,DEBT_CONSOLIDATION,23600,13.49,4,NO,C,1
23,75000,3,RENT,PERSONAL,23575,14.5,4,NO,E,0
22,18000,2,OWN,MEDICAL,4000,,2,NO,C,0
22,18000,1,OWN,MEDICAL,5400,15.31,2,YES,D,0
25,18000,1,MORTGAGE,MEDICAL,4000,,3,NO,B,0
21,18000,5,OWN,VENTURE,3375,,2,NO,B,0
22,66960,1,RENT,VENTURE,23400,7.49,2,NO,A,0
22,43385,7,RENT,PERSONAL,23000,,3,NO,C,0
25,56544,3,RENT,EDUCATION,23000,,2,NO,B,0
23,60000,2,RENT,VENTURE,23000,12.18,4,NO,B,0
24,18000,3,MORTGAGE,VENTURE,1200,11.34,4,YES,C,1
25,63208,9,RENT,EDUCATION,23000,9.91,3,NO,B,0
24,65000,0,RENT,HOME_IMPROVEMENT,23000,11.99,4,NO,B,0
23,68000,7,RENT,EDUCATION,23000,9.62,2,NO,B,0
22,18000,1,OWN,DEBT_CONSOLIDATION,3000,9.96,3,NO,B,0
25,80000,9,RENT,VENTURE,23000,,2,NO,C,1
24,88000,1,RENT,VENTURE,23000,14.54,2,NO,D,0
22,58600,5,RENT,MEDICAL,22750,11.36,4,NO,B,0
23,70000,7,RENT,DEBT_CONSOLIDATION,22500,14.27,2,NO,C,0
24,18287,3,OWN,HOME_IMPROVEMENT,3000,11.99,3,NO,B,0
26,69846,2,RENT,EDUCATION,22500,18.99,2,YES,F,0
24,73000,0,RENT,VENTURE,22400,16.7,4,YES,E,0
24,18500,8,MORTGAGE,PERSONAL,5000,9.32,3,NO,A,0
23,35000,2,RENT,DEBT_CONSOLIDATION,22250,12.69,3,NO,B,0
25,43000,9,RENT,HOME_IMPROVEMENT,22000,13.11,2,NO,C,0
25,52000,4,RENT,PERSONAL,22000,10.74,2,NO,B,0
21,18701,0,MORTGAGE,PERSONAL,4200,14.11,4,YES,D,0
22,57000,6,RENT,EDUCATION,22000,9.63,3,NO,B,0
25,58000,0,RENT,MEDICAL,22000,14.65,2,NO,C,0
23,60000,6,RENT,DEBT_CONSOLIDATION,22000,10.25,4,NO,B,0
24,60000,3,RENT,VENTURE,22000,14.26,2,YES,C,0
25,18840,5,MORTGAGE,EDUCATION,3000,9.91,2,NO,B,0
26,56000,7,RENT,MEDICAL,22000,17.19,3,NO,E,0
22,70000,3,RENT,EDUCATION,22000,11.36,4,NO,B,0
22,66000,1,RENT,EDUCATION,22000,,2,NO,F,0
23,74064,3,RENT,DEBT_CONSOLIDATION,22000,10.59,3,NO,B,1
24,76597,5,RENT,EDUCATION,22000,9.25,2,NO,B,1
22,19000,6,OWN,MEDICAL,3625,8.49,3,NO,A,0
26,77000,0,RENT,VENTURE,22000,6.54,3,NO,A,1
21,19000,5,OWN,MEDICAL,6000,8.49,3,NO,A,0
24,80000,0,RENT,MEDICAL,22000,,4,NO,A,1
26,82600,10,RENT,VENTURE,22000,12.69,2,NO,B,1
24,19000,3,OWN,MEDICAL,7400,13.85,2,NO,C,0
25,19000,3,OWN,DEBT_CONSOLIDATION,4000,7.4,3,NO,A,0
23,84000,3,RENT,DEBT_CONSOLIDATION,22000,11.71,4,NO,B,1
25,77650,8,RENT,PERSONAL,22000,11.48,3,NO,B,0
25,82000,1,RENT,EDUCATION,22000,17.51,2,NO,E,0
21,19012,0,MORTGAGE,DEBT_CONSOLIDATION,3500,14.61,3,NO,D,0
23,99996,3,RENT,DEBT_CONSOLIDATION,22000,7.88,4,NO,A,1
23,110000,0,RENT,PERSONAL,22000,,3,NO,B,1
22,19200,6,MORTGAGE,PERSONAL,4950,11.71,2,NO,B,0
25,57000,4,RENT,PERSONAL,21700,11.99,2,NO,B,0
24,54000,5,RENT,VENTURE,21600,13.49,2,NO,C,0
23,56000,8,RENT,MEDICAL,21600,21.21,4,YES,G,0
26,63000,2,RENT,DEBT_CONSOLIDATION,21600,14.35,3,YES,C,0
22,82000,3,RENT,PERSONAL,21600,13.61,3,YES,C,1
22,78000,6,RENT,DEBT_CONSOLIDATION,21600,11.26,3,NO,B,0
22,19200,0,OWN,VENTURE,2400,10.59,3,NO,B,1
24,112140,8,RENT,MEDICAL,21600,7.9,2,NO,A,1
24,19200,,MORTGAGE,HOME_IMPROVEMENT,7000,5.99,4,NO,A,0
25,19200,4,OWN,EDUCATION,3000,11.99,4,NO,B,0
24,59000,5,RENT,MEDICAL,21500,16.89,3,NO,D,0
24,70000,5,RENT,HOME_IMPROVEMENT,21500,9.99,3,NO,B,0
24,116000,5,RENT,EDUCATION,21500,15.33,3,YES,D,1
25,60000,5,RENT,EDUCATION,21450,7.29,4,NO,A,0
22,31000,5,RENT,DEBT_CONSOLIDATION,21250,12.42,3,NO,B,0
25,47052,5,RENT,VENTURE,21250,10.99,2,NO,B,0
25,51060,9,RENT,VENTURE,21250,6.91,2,NO,A,0
22,19200,6,MORTGAGE,DEBT_CONSOLIDATION,5000,14.17,2,YES,C,0
22,53000,3,RENT,MEDICAL,21250,10.25,3,NO,B,0
26,19200,0,OWN,EDUCATION,9250,,2,NO,B,0
24,56000,8,RENT,VENTURE,21250,15.95,3,YES,D,0
24,65000,4,RENT,EDUCATION,21250,15.95,4,YES,D,0
21,35000,3,RENT,VENTURE,21000,12.53,4,NO,B,0
22,19200,6,MORTGAGE,HOME_IMPROVEMENT,1400,14.91,4,YES,D,0
23,19200,7,MORTGAGE,MEDICAL,3000,,4,NO,A,0
26,40000,3,RENT,MEDICAL,21000,6.54,4,NO,A,0
25,19200,2,OWN,VENTURE,1000,,3,NO,B,1
26,42000,0,RENT,MEDICAL,21000,17.26,4,YES,F,0
23,63000,2,RENT,MEDICAL,21000,11.36,2,NO,B,0
26,19200,5,MORTGAGE,VENTURE,4000,7.51,4,NO,A,0
22,59000,2,RENT,PERSONAL,21000,10.71,3,NO,B,0
22,70500,3,RENT,PERSONAL,21000,13.98,4,YES,C,1
26,65219,11,RENT,DEBT_CONSOLIDATION,21000,14.09,3,NO,D,0
22,75000,2,RENT,EDUCATION,21000,10.0,3,NO,B,1
22,19200,3,MORTGAGE,MEDICAL,5000,15.33,3,NO,D,0
25,62047,9,RENT,MEDICAL,21000,16.32,4,YES,E,0
24,79000,8,RENT,HOME_IMPROVEMENT,21000,7.9,2,NO,A,1
23,80000,3,RENT,MEDICAL,21000,11.99,3,NO,B,1
24,84000,8,RENT,MEDICAL,21000,10.75,4,NO,B,1
26,85000,3,RENT,HOME_IMPROVEMENT,21000,13.92,3,NO,C,1
22,93000,1,RENT,EDUCATION,21000,9.91,3,NO,B,1
26,81000,10,RENT,EDUCATION,21000,16.95,3,YES,E,0
26,97000,1,RENT,EDUCATION,21000,7.9,3,NO,A,1
26,97000,3,RENT,EDUCATION,21000,,3,YES,C,1
25,100000,2,RENT,PERSONAL,21000,16.49,3,YES,D,0
26,19200,0,OTHER,PERSONAL,7500,11.97,2,YES,C,0
21,19253,,MORTGAGE,DEBT_CONSOLIDATION,6250,6.17,3,NO,A,0
26,125000,5,RENT,HOME_IMPROVEMENT,21000,8.9,2,NO,A,1
25,125000,9,RENT,EDUCATION,21000,12.99,3,YES,C,1
23,82000,2,RENT,PERSONAL,20900,12.69,2,NO,B,1
21,19500,0,MORTGAGE,EDUCATION,15000,9.64,2,NO,B,0
26,50000,7,RENT,VENTURE,20500,7.49,3,NO,A,0
23,70000,2,RENT,EDUCATION,20500,13.16,3,YES,C,1
22,19800,1,OWN,EDUCATION,2100,8.38,4,NO,A,1
123,80004,2,RENT,EDUCATION,20400,10.25,3,NO,B,1
23,54000,7,RENT,PERSONAL,20375,7.49,2,NO,A,0
26,26000,10,RENT,EDUCATION,20050,9.76,2,NO,B,0
24,33000,1,RENT,DEBT_CONSOLIDATION,20000,10.99,3,NO,B,0
23,20000,0,OWN,PERSONAL,5000,11.71,4,NO,B,1
22,20000,6,OWN,PERSONAL,9250,10.65,4,NO,B,1
24,35364,1,RENT,MEDICAL,20000,12.53,4,NO,B,0
25,38000,4,RENT,MEDICAL,20000,14.59,4,NO,D,0
23,32000,3,RENT,DEBT_CONSOLIDATION,20000,12.61,4,NO,D,0
25,38004,6,RENT,MEDICAL,20000,13.11,2,NO,C,0
23,20000,2,MORTGAGE,MEDICAL,6400,10.65,4,NO,B,1
25,38556,9,RENT,PERSONAL,20000,11.22,4,YES,C,0
23,32900,1,RENT,EDUCATION,20000,16.0,2,NO,D,0
25,34000,10,RENT,HOME_IMPROVEMENT,20000,8.88,4,NO,B,0
24,40000,4,RENT,PERSONAL,20000,12.53,3,NO,B,0
21,36000,5,RENT,MEDICAL,20000,,2,YES,D,0
26,20000,5,MORTGAGE,MEDICAL,4800,5.99,3,NO,A,1
25,42000,2,RENT,EDUCATION,20000,13.47,4,NO,C,0
22,42224,7,RENT,VENTURE,20000,6.99,4,NO,A,0
25,20000,0,OWN,PERSONAL,5650,15.99,2,YES,D,1
23,20000,7,MORTGAGE,EDUCATION,3625,,3,YES,C,1
22,37212,6,RENT,DEBT_CONSOLIDATION,20000,16.69,3,NO,E,0
25,38000,9,RENT,MEDICAL,20000,11.11,4,NO,B,0
22,45000,0,RENT,EDUCATION,20000,7.9,4,NO,A,0
23,45000,4,RENT,PERSONAL,20000,10.25,2,NO,B,0
24,45000,8,RENT,MEDICAL,20000,,2,NO,E,0
23,20000,7,OWN,MEDICAL,1200,7.49,3,NO,A,1
22,45000,1,RENT,DEBT_CONSOLIDATION,20000,13.92,3,YES,C,0
24,39000,5,RENT,MEDICAL,20000,14.74,2,NO,D,0
24,46500,5,RENT,EDUCATION,20000,10.62,2,NO,B,0
22,48000,7,RENT,VENTURE,20000,10.65,3,NO,B,0
22,42000,1,RENT,PERSONAL,20000,12.99,3,NO,D,0
22,48500,1,RENT,VENTURE,20000,11.36,4,NO,B,0
22,20000,3,OWN,EDUCATION,7500,5.79,4,NO,A,1
23,49400,0,RENT,EDUCATION,20000,6.54,4,NO,A,0
25,20000,1,MORTGAGE,VENTURE,4000,5.79,2,NO,A,1
25,50000,10,RENT,DEBT_CONSOLIDATION,20000,7.49,3,NO,A,0
25,50000,9,RENT,EDUCATION,20000,13.43,2,NO,C,0
22,50000,6,RENT,DEBT_CONSOLIDATION,20000,13.22,2,NO,C,0
22,20000,1,OWN,VENTURE,5000,14.72,3,NO,C,1
22,44000,2,RENT,EDUCATION,20000,15.68,4,NO,E,0
24,50866,6,RENT,MEDICAL,20000,,3,NO,B,0
25,50950,5,RENT,HOME_IMPROVEMENT,20000,11.48,3,NO,B,0
24,51000,8,RENT,VENTURE,20000,10.38,3,NO,B,0
22,51000,5,RENT,EDUCATION,20000,12.53,3,NO,B,0
22,51000,0,RENT,EDUCATION,20000,13.47,2,NO,C,0
24,51500,6,RENT,VENTURE,20000,12.21,4,NO,B,0
25,51996,9,RENT,VENTURE,20000,10.99,3,NO,B,0
25,52000,1,RENT,EDUCATION,20000,11.36,4,NO,B,0
22,46000,2,RENT,DEBT_CONSOLIDATION,20000,16.0,4,YES,D,0
26,20000,1,MORTGAGE,PERSONAL,1500,7.74,3,NO,A,1
24,52000,8,RENT,EDUCATION,20000,15.65,2,YES,D,0
25,46000,9,RENT,DEBT_CONSOLIDATION,20000,11.78,2,YES,C,0
24,52559,9,RENT,HOME_IMPROVEMENT,20000,,3,NO,B,0
22,47000,5,RENT,MEDICAL,20000,16.77,3,NO,D,0
22,54000,2,RENT,EDUCATION,20000,9.91,4,NO,B,0
23,48000,7,RENT,MEDICAL,20000,15.65,4,NO,D,0
23,48000,0,RENT,MEDICAL,20000,14.96,3,NO,D,0
23,54000,1,RENT,VENTURE,20000,11.83,4,NO,B,0
24,48912,0,RENT,MEDICAL,20000,11.66,4,NO,C,0
26,54996,8,RENT,EDUCATION,20000,12.18,4,NO,B,0
24,55000,8,RENT,HOME_IMPROVEMENT,20000,6.91,2,NO,A,0
25,55000,3,RENT,DEBT_CONSOLIDATION,20000,6.91,3,NO,A,0
26,49000,0,RENT,HOME_IMPROVEMENT,20000,19.79,3,NO,F,0
25,55000,0,RENT,VENTURE,20000,9.88,4,NO,B,0
22,20000,0,MORTGAGE,PERSONAL,16600,9.76,3,NO,B,1
23,55000,5,RENT,DEBT_CONSOLIDATION,20000,12.53,2,NO,B,0
25,55200,7,RENT,VENTURE,20000,,4,NO,B,0
23,20004,6,MORTGAGE,PERSONAL,7125,6.99,2,NO,A,1
23,57000,3,RENT,EDUCATION,20000,16.89,2,NO,D,0
22,51012,1,RENT,PERSONAL,20000,17.49,4,YES,D,0
23,20004,2,MORTGAGE,EDUCATION,2500,16.82,2,YES,E,1
26,20004,4,MORTGAGE,HOME_IMPROVEMENT,3600,,2,NO,B,1
22,58000,0,RENT,DEBT_CONSOLIDATION,20000,13.11,2,NO,C,0
23,58800,7,RENT,DEBT_CONSOLIDATION,20000,7.66,3,NO,A,0
26,59000,10,RENT,MEDICAL,20000,6.17,3,NO,A,0
26,53000,1,RENT,PERSONAL,20000,16.35,4,YES,E,0
23,60000,7,RENT,MEDICAL,20000,7.9,2,NO,A,0
24,54000,2,RENT,VENTURE,20000,16.49,2,NO,D,0
21,20245,5,OWN,VENTURE,3550,,4,NO,A,1
26,20280,5,MORTGAGE,HOME_IMPROVEMENT,7000,8.0,2,NO,A,1
24,60000,0,RENT,PERSONAL,20000,10.99,2,NO,B,0
24,20352,3,OWN,VENTURE,7750,6.91,3,NO,A,1
25,54000,6,RENT,PERSONAL,20000,8.88,3,NO,B,0
24,60000,8,RENT,VENTURE,20000,,4,NO,A,0
23,54000,6,RENT,DEBT_CONSOLIDATION,20000,14.84,3,YES,D,0
23,54000,2,RENT,PERSONAL,20000,11.12,2,NO,B,0
22,60000,4,RENT,EDUCATION,20000,7.88,3,NO,A,0
25,60000,2,RENT,EDUCATION,20000,,2,NO,B,0
22,20400,6,MORTGAGE,EDUCATION,6000,15.99,4,YES,D,1
24,20400,5,MORTGAGE,DEBT_CONSOLIDATION,5500,10.99,4,NO,B,1
25,60000,9,RENT,EDUCATION,20000,,3,NO,B,0
25,54000,1,RENT,PERSONAL,20000,15.65,3,YES,D,0
24,54000,1,RENT,PERSONAL,20000,17.04,3,YES,E,0
23,60000,3,RENT,EDUCATION,20000,12.21,2,NO,B,0
21,20400,2,OWN,EDUCATION,1275,15.23,3,YES,C,1
25,54000,1,RENT,DEBT_CONSOLIDATION,20000,14.11,4,NO,D,0
24,60000,0,RENT,PERSONAL,20000,11.14,2,NO,B,0
21,20400,5,OWN,MEDICAL,2400,11.49,4,NO,B,1
24,60000,8,RENT,PERSONAL,20000,13.87,4,NO,D,0
26,60000,3,RENT,HOME_IMPROVEMENT,20000,10.08,4,NO,B,0
23,54504,1,RENT,PERSONAL,20000,16.7,4,YES,E,0
24,55000,2,RENT,VENTURE,20000,18.64,2,NO,E,0
24,61000,2,RENT,HOME_IMPROVEMENT,20000,12.18,4,NO,B,0
22,20400,0,OWN,DEBT_CONSOLIDATION,3800,,3,YES,D,1
25,62000,3,RENT,MEDICAL,20000,6.54,3,NO,A,0
24,56000,3,RENT,EDUCATION,20000,14.61,4,YES,D,0
21,56000,4,RENT,VENTURE,20000,17.39,3,YES,E,0
24,62400,8,RENT,HOME_IMPROVEMENT,20000,11.12,2,NO,B,0
25,62400,7,RENT,VENTURE,20000,11.48,2,NO,B,0
25,63000,3,RENT,MEDICAL,20000,12.42,3,NO,B,0
26,58000,0,RENT,DEBT_CONSOLIDATION,20000,10.25,2,NO,B,0
23,65000,0,RENT,MEDICAL,20000,10.65,3,NO,B,0
24,20800,0,OWN,PERSONAL,5000,16.29,3,YES,D,1
23,65000,0,RENT,MEDICAL,20000,10.37,2,NO,B,0
23,65000,7,RENT,VENTURE,20000,11.49,3,NO,B,0
24,20856,,OWN,VENTURE,10000,10.59,4,NO,B,1
25,20868,0,OWN,VENTURE,5375,13.49,2,YES,C,1
26,59000,3,RENT,PERSONAL,20000,,4,NO,C,0
23,59000,7,RENT,EDUCATION,20000,12.29,4,NO,C,0
21,21000,5,MORTGAGE,DEBT_CONSOLIDATION,3500,17.27,2,YES,D,0
26,65004,7,RENT,DEBT_CONSOLIDATION,20000,11.99,2,NO,B,0
25,59004,1,RENT,PERSONAL,20000,14.84,2,YES,D,0
23,59004,5,RENT,DEBT_CONSOLIDATION,20000,10.83,2,NO,B,0
23,65500,2,RENT,DEBT_CONSOLIDATION,20000,13.22,2,NO,C,0
22,66996,3,RENT,EDUCATION,20000,12.18,2,NO,B,1
23,67000,0,RENT,MEDICAL,20000,11.11,2,NO,B,1
24,67000,5,RENT,HOME_IMPROVEMENT,20000,13.48,2,YES,C,1
26,68000,10,RENT,EDUCATION,20000,10.75,4,NO,B,1
25,68000,4,RENT,PERSONAL,20000,12.53,4,YES,C,1
24,62400,4,RENT,DEBT_CONSOLIDATION,20000,14.84,4,NO,D,0
23,69500,3,RENT,VENTURE,20000,17.74,2,YES,E,1
25,70000,5,RENT,HOME_IMPROVEMENT,20000,9.99,2,NO,B,1
22,70000,2,RENT,PERSONAL,20000,6.91,4,NO,A,1
25,64000,0,RENT,HOME_IMPROVEMENT,20000,,4,NO,E,0
25,71004,9,RENT,PERSONAL,20000,14.09,2,NO,D,1
22,21000,4,MORTGAGE,DEBT_CONSOLIDATION,3000,11.49,3,NO,B,1
23,71004,8,RENT,EDUCATION,20000,14.09,3,NO,D,1
23,55392,3,RENT,MEDICAL,20000,15.2,4,YES,D,0
24,72000,5,RENT,MEDICAL,20000,11.83,2,NO,B,1
24,21000,4,OTHER,PERSONAL,6000,12.21,2,NO,B,1
23,66000,1,RENT,VENTURE,20000,14.11,3,NO,D,0
22,66000,3,RENT,DEBT_CONSOLIDATION,20000,14.42,2,NO,D,0
24,72000,4,RENT,HOME_IMPROVEMENT,20000,14.74,3,YES,D,1
24,74000,0,RENT,HOME_IMPROVEMENT,20000,12.69,3,NO,B,1
22,21120,3,MORTGAGE,DEBT_CONSOLIDATION,1625,16.89,3,YES,D,0
25,75000,8,RENT,DEBT_CONSOLIDATION,20000,,4,NO,B,1
21,21216,5,MORTGAGE,HOME_IMPROVEMENT,4500,,2,YES,D,0
25,21221,4,MORTGAGE,VENTURE,8500,9.63,4,NO,B,1
24,75000,4,RENT,HOME_IMPROVEMENT,20000,8.88,3,NO,B,1
26,75000,5,RENT,MEDICAL,20000,6.91,4,NO,A,1
26,75000,3,RENT,EDUCATION,20000,,3,NO,A,1
25,75000,0,RENT,PERSONAL,20000,10.38,3,NO,B,1
22,69000,6,RENT,DEBT_CONSOLIDATION,20000,10.99,4,NO,B,0
22,75000,2,RENT,VENTURE,20000,,2,NO,C,1
21,21600,6,MORTGAGE,PERSONAL,7575,,3,NO,A,1
26,21600,5,OWN,EDUCATION,5200,12.42,3,NO,B,1
24,69000,0,RENT,HOME_IMPROVEMENT,20000,14.82,4,NO,E,0
23,75600,3,RENT,PERSONAL,20000,16.32,3,YES,E,1
23,59497,0,RENT,MEDICAL,20000,16.0,3,NO,E,0
23,76000,7,RENT,MEDICAL,20000,10.37,3,NO,B,1
26,70000,7,RENT,DEBT_CONSOLIDATION,20000,13.16,3,NO,C,0
24,70000,8,RENT,VENTURE,20000,14.88,4,NO,E,0
22,77004,6,RENT,DEBT_CONSOLIDATION,20000,13.98,4,NO,C,1
26,71004,0,RENT,HOME_IMPROVEMENT,20000,13.36,2,YES,D,0
21,21600,,OWN,VENTURE,7125,6.99,3,NO,A,1
22,21600,,MORTGAGE,EDUCATION,4025,5.42,4,NO,A,1
24,21600,8,MORTGAGE,MEDICAL,8000,5.42,2,NO,A,1
26,78000,8,RENT,HOME_IMPROVEMENT,20000,13.85,4,YES,C,1
22,21600,,MORTGAGE,PERSONAL,4000,12.99,2,NO,C,1
26,21600,,OWN,MEDICAL,4200,9.99,3,NO,B,1
22,21600,6,MORTGAGE,VENTURE,1400,,2,NO,C,1
123,78000,7,RENT,VENTURE,20000,,4,NO,B,1
23,61200,4,RENT,MEDICAL,20000,11.14,2,NO,B,0
21,21600,2,MORTGAGE,DEBT_CONSOLIDATION,3800,5.99,2,NO,A,1
24,72000,6,RENT,DEBT_CONSOLIDATION,20000,,4,YES,D,0
23,78000,3,RENT,VENTURE,20000,11.58,3,NO,B,1
23,78500,7,RENT,MEDICAL,20000,13.85,4,YES,C,1
23,79000,5,RENT,EDUCATION,20000,16.89,4,YES,D,1
23,80000,4,RENT,MEDICAL,20000,7.9,4,NO,A,1
23,21600,2,OWN,VENTURE,6000,12.68,4,NO,C,1
22,62900,6,RENT,MEDICAL,20000,14.91,4,NO,D,0
24,80000,3,RENT,VENTURE,20000,13.06,4,NO,C,1
25,80000,7,RENT,EDUCATION,20000,8.88,4,NO,B,1
23,21600,7,MORTGAGE,EDUCATION,2000,6.17,4,NO,A,1
22,80000,3,RENT,EDUCATION,20000,13.98,4,YES,C,1
22,21600,3,OWN,VENTURE,8500,6.54,4,NO,A,1
26,62900,2,RENT,MEDICAL,20000,13.85,3,NO,C,0
26,21600,0,MORTGAGE,HOME_IMPROVEMENT,1000,10.36,3,NO,B,1
25,74004,2,RENT,PERSONAL,20000,15.95,4,YES,E,0
